needid,NeedTitle,Description,Agencyid,AgencyName,category,agencyaddress,agencycity,agencystate,agencyzip,phone,email
137,Computer Literacy Workshops,Teach people in under-served communities basic computer literacy in Torrance            ,37315,Bert Lynn Middle School,Income,5038 Halison Street ,Torrance            ,CA  ,90503,555-123-7315,fake37315@email.com
138,Job Interview/Resume Workshops,Help the unemployed prepared for a job interview in Torrance            ,37315,Bert Lynn Middle School,Income,5038 Halison Street ,Torrance            ,CA  ,90503,555-123-7315,fake37315@email.com
139,Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA),Help poor families prepare their tax forms for EITC in Torrance            ,37315,Bert Lynn Middle School,Income,5038 Halison Street ,Torrance            ,CA  ,90503,555-123-7315,fake37315@email.com
140,Life Skills Class Facilitation,Help poor families and individuals acquire the life-skills they need to succeed. in Torrance            ,37315,Bert Lynn Middle School,Income,5038 Halison Street ,Torrance            ,CA  ,90503,555-123-7315,fake37315@email.com
141,Book/literacy fairs,Help organize a literary and book fair in Colton,37298,Centerpoint Church,Education,170 West F Street ,Colton,CA  ,92324,555-123-7298,fake37298@email.com
142,Career Days,Help organize a career day at an agency or school in Colton,37298,Centerpoint Church,Education,170 West F Street ,Colton,CA  ,92324,555-123-7298,fake37298@email.com
143,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Colton,37298,Centerpoint Church,Education,170 West F Street ,Colton,CA  ,92324,555-123-7298,fake37298@email.com
144,After-school homework help/tutoring,Tutor students after school in Colton,37298,Centerpoint Church,Education,170 West F Street ,Colton,CA  ,92324,555-123-7298,fake37298@email.com
145,Mentoring,Mentor a Teenager in Colton,37298,Centerpoint Church,Education,170 West F Street ,Colton,CA  ,92324,555-123-7298,fake37298@email.com
146,Graduations,Help at a High School student graduation ceremony in Colton,37298,Centerpoint Church,Education,170 West F Street ,Colton,CA  ,92324,555-123-7298,fake37298@email.com
147,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Santa Ana",37255,Academy of International Dance,BasicNeeds,214 North Broadway ,Santa Ana,CA  ,92701,555-123-7255,fake37255@email.com
148,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Santa Ana,37255,Academy of International Dance,BasicNeeds,214 North Broadway ,Santa Ana,CA  ,92701,555-123-7255,fake37255@email.com
149,Donation sorting,Help Process Gifts for an Organization in Santa Ana,37255,Academy of International Dance,BasicNeeds,214 North Broadway ,Santa Ana,CA  ,92701,555-123-7255,fake37255@email.com
150,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Santa Ana,37255,Academy of International Dance,BasicNeeds,214 North Broadway ,Santa Ana,CA  ,92701,555-123-7255,fake37255@email.com
151,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Santa Ana,37255,Academy of International Dance,BasicNeeds,214 North Broadway ,Santa Ana,CA  ,92701,555-123-7255,fake37255@email.com
152,Childcare,Help provide childcare at an agency serving families in poverty in Los Angeles,37184,Equitas Academy Charter School,Income,631 South Commonwealth Avenue ,Los Angeles,CA  ,90005,555-123-7184,fake37184@email.com
153,Financial Literacy Workshops,Conduct financial literacy workshops to help educate struggling families in Los Angeles,37184,Equitas Academy Charter School,Income,631 South Commonwealth Avenue ,Los Angeles,CA  ,90005,555-123-7184,fake37184@email.com
154,Computer Literacy Workshops,Teach people in under-served communities basic computer literacy in Los Angeles,37184,Equitas Academy Charter School,Income,631 South Commonwealth Avenue ,Los Angeles,CA  ,90005,555-123-7184,fake37184@email.com
155,Job Interview/Resume Workshops,Help the unemployed prepared for a job interview in Los Angeles,37184,Equitas Academy Charter School,Income,631 South Commonwealth Avenue ,Los Angeles,CA  ,90005,555-123-7184,fake37184@email.com
156,Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA),Help poor families prepare their tax forms for EITC in Los Angeles,37184,Equitas Academy Charter School,Income,631 South Commonwealth Avenue ,Los Angeles,CA  ,90005,555-123-7184,fake37184@email.com
157,Life Skills Class Facilitation,Help poor families and individuals acquire the life-skills they need to succeed. in Los Angeles,37184,Equitas Academy Charter School,Income,631 South Commonwealth Avenue ,Los Angeles,CA  ,90005,555-123-7184,fake37184@email.com
158,Book/literacy fairs,Help organize a literary and book fair in Riverside,37181,Sunny Oasis Rescue,Education,9500 Arlington Avenue ,Riverside,CA  ,92503,555-123-7181,fake37181@email.com
159,Career Days,Help organize a career day at an agency or school in Riverside,37181,Sunny Oasis Rescue,Education,9500 Arlington Avenue ,Riverside,CA  ,92503,555-123-7181,fake37181@email.com
160,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Riverside,37181,Sunny Oasis Rescue,Education,9500 Arlington Avenue ,Riverside,CA  ,92503,555-123-7181,fake37181@email.com
161,After-school homework help/tutoring,Tutor students after school in Riverside,37181,Sunny Oasis Rescue,Education,9500 Arlington Avenue ,Riverside,CA  ,92503,555-123-7181,fake37181@email.com
162,Mentoring,Mentor a Teenager in Riverside,37181,Sunny Oasis Rescue,Education,9500 Arlington Avenue ,Riverside,CA  ,92503,555-123-7181,fake37181@email.com
163,Graduations,Help at a High School student graduation ceremony in Riverside,37181,Sunny Oasis Rescue,Education,9500 Arlington Avenue ,Riverside,CA  ,92503,555-123-7181,fake37181@email.com
164,Childcare,Help provide childcare at an agency serving families in poverty in Santa Ana,37147,Orange County Childrens Therapeutic Arts Center,Income,2215 North Broadway  1st Floor ,Santa Ana,CA  ,92706,555-123-7147,fake37147@email.com
165,Financial Literacy Workshops,Conduct financial literacy workshops to help educate struggling families in Santa Ana,37147,Orange County Childrens Therapeutic Arts Center,Income,2215 North Broadway  1st Floor ,Santa Ana,CA  ,92706,555-123-7147,fake37147@email.com
166,Computer Literacy Workshops,Teach people in under-served communities basic computer literacy in Santa Ana,37147,Orange County Childrens Therapeutic Arts Center,Income,2215 North Broadway  1st Floor ,Santa Ana,CA  ,92706,555-123-7147,fake37147@email.com
167,Job Interview/Resume Workshops,Help the unemployed prepared for a job interview in Santa Ana,37147,Orange County Childrens Therapeutic Arts Center,Income,2215 North Broadway  1st Floor ,Santa Ana,CA  ,92706,555-123-7147,fake37147@email.com
168,Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA),Help poor families prepare their tax forms for EITC in Santa Ana,37147,Orange County Childrens Therapeutic Arts Center,Income,2215 North Broadway  1st Floor ,Santa Ana,CA  ,92706,555-123-7147,fake37147@email.com
169,Life Skills Class Facilitation,Help poor families and individuals acquire the life-skills they need to succeed. in Santa Ana,37147,Orange County Childrens Therapeutic Arts Center,Income,2215 North Broadway  1st Floor ,Santa Ana,CA  ,92706,555-123-7147,fake37147@email.com
170,Book/literacy fairs,Help organize a literary and book fair in Compton,37146,Woodcrest Generals Pop Warner Football Associaiton,Education,914 West St. Cressey Avenue ,Compton,CA  ,90222,555-123-7146,fake37146@email.com
171,Career Days,Help organize a career day at an agency or school in Compton,37146,Woodcrest Generals Pop Warner Football Associaiton,Education,914 West St. Cressey Avenue ,Compton,CA  ,90222,555-123-7146,fake37146@email.com
172,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Compton,37146,Woodcrest Generals Pop Warner Football Associaiton,Education,914 West St. Cressey Avenue ,Compton,CA  ,90222,555-123-7146,fake37146@email.com
173,After-school homework help/tutoring,Tutor students after school in Compton,37146,Woodcrest Generals Pop Warner Football Associaiton,Education,914 West St. Cressey Avenue ,Compton,CA  ,90222,555-123-7146,fake37146@email.com
174,Mentoring,Mentor a Teenager in Compton,37146,Woodcrest Generals Pop Warner Football Associaiton,Education,914 West St. Cressey Avenue ,Compton,CA  ,90222,555-123-7146,fake37146@email.com
175,Graduations,Help at a High School student graduation ceremony in Compton,37146,Woodcrest Generals Pop Warner Football Associaiton,Education,914 West St. Cressey Avenue ,Compton,CA  ,90222,555-123-7146,fake37146@email.com
176,Book/literacy fairs,Help organize a literary and book fair in Menifee,37144,Revival Christian Fellowship,Education,29220 Scott Road ,Menifee,CA  ,92584,555-123-7144,fake37144@email.com
177,Career Days,Help organize a career day at an agency or school in Menifee,37144,Revival Christian Fellowship,Education,29220 Scott Road ,Menifee,CA  ,92584,555-123-7144,fake37144@email.com
178,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Menifee,37144,Revival Christian Fellowship,Education,29220 Scott Road ,Menifee,CA  ,92584,555-123-7144,fake37144@email.com
179,After-school homework help/tutoring,Tutor students after school in Menifee,37144,Revival Christian Fellowship,Education,29220 Scott Road ,Menifee,CA  ,92584,555-123-7144,fake37144@email.com
180,Mentoring,Mentor a Teenager in Menifee,37144,Revival Christian Fellowship,Education,29220 Scott Road ,Menifee,CA  ,92584,555-123-7144,fake37144@email.com
181,Graduations,Help at a High School student graduation ceremony in Menifee,37144,Revival Christian Fellowship,Education,29220 Scott Road ,Menifee,CA  ,92584,555-123-7144,fake37144@email.com
182,Book/literacy fairs,Help organize a literary and book fair in San Diego,37124,The San Diego Foundation,Education,2508 Historic Decatur Road Suite 200,San Diego,CA  ,92106,555-123-7124,fake37124@email.com
183,Career Days,Help organize a career day at an agency or school in San Diego,37124,The San Diego Foundation,Education,2508 Historic Decatur Road Suite 200,San Diego,CA  ,92106,555-123-7124,fake37124@email.com
184,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in San Diego,37124,The San Diego Foundation,Education,2508 Historic Decatur Road Suite 200,San Diego,CA  ,92106,555-123-7124,fake37124@email.com
185,After-school homework help/tutoring,Tutor students after school in San Diego,37124,The San Diego Foundation,Education,2508 Historic Decatur Road Suite 200,San Diego,CA  ,92106,555-123-7124,fake37124@email.com
186,Mentoring,Mentor a Teenager in San Diego,37124,The San Diego Foundation,Education,2508 Historic Decatur Road Suite 200,San Diego,CA  ,92106,555-123-7124,fake37124@email.com
187,Graduations,Help at a High School student graduation ceremony in San Diego,37124,The San Diego Foundation,Education,2508 Historic Decatur Road Suite 200,San Diego,CA  ,92106,555-123-7124,fake37124@email.com
188,Book/literacy fairs,Help organize a literary and book fair in Vista,37089,First Lutheran Church,Education,1410 Foothill Drive ,Vista,CA  ,92084,555-123-7089,fake37089@email.com
189,Career Days,Help organize a career day at an agency or school in Vista,37089,First Lutheran Church,Education,1410 Foothill Drive ,Vista,CA  ,92084,555-123-7089,fake37089@email.com
190,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Vista,37089,First Lutheran Church,Education,1410 Foothill Drive ,Vista,CA  ,92084,555-123-7089,fake37089@email.com
191,After-school homework help/tutoring,Tutor students after school in Vista,37089,First Lutheran Church,Education,1410 Foothill Drive ,Vista,CA  ,92084,555-123-7089,fake37089@email.com
192,Mentoring,Mentor a Teenager in Vista,37089,First Lutheran Church,Education,1410 Foothill Drive ,Vista,CA  ,92084,555-123-7089,fake37089@email.com
193,Graduations,Help at a High School student graduation ceremony in Vista,37089,First Lutheran Church,Education,1410 Foothill Drive ,Vista,CA  ,92084,555-123-7089,fake37089@email.com
194,Book/literacy fairs,Help organize a literary and book fair in Calabasas,37058,The Talbert Family Foundation,Education,25003 Jim Bridger Road ,Calabasas,CA  ,91302,555-123-7058,fake37058@email.com
195,Career Days,Help organize a career day at an agency or school in Calabasas,37058,The Talbert Family Foundation,Education,25003 Jim Bridger Road ,Calabasas,CA  ,91302,555-123-7058,fake37058@email.com
196,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Calabasas,37058,The Talbert Family Foundation,Education,25003 Jim Bridger Road ,Calabasas,CA  ,91302,555-123-7058,fake37058@email.com
197,After-school homework help/tutoring,Tutor students after school in Calabasas,37058,The Talbert Family Foundation,Education,25003 Jim Bridger Road ,Calabasas,CA  ,91302,555-123-7058,fake37058@email.com
198,Mentoring,Mentor a Teenager in Calabasas,37058,The Talbert Family Foundation,Education,25003 Jim Bridger Road ,Calabasas,CA  ,91302,555-123-7058,fake37058@email.com
199,Graduations,Help at a High School student graduation ceremony in Calabasas,37058,The Talbert Family Foundation,Education,25003 Jim Bridger Road ,Calabasas,CA  ,91302,555-123-7058,fake37058@email.com
200,Book/literacy fairs,Help organize a literary and book fair in Los Angeles,36983,Karpatok Hungarian Folk Ensemble,Education,1102 Cardiff Avenue #2,Los Angeles,CA  ,90035,555-123-6983,fake36983@email.com
201,Career Days,Help organize a career day at an agency or school in Los Angeles,36983,Karpatok Hungarian Folk Ensemble,Education,1102 Cardiff Avenue #2,Los Angeles,CA  ,90035,555-123-6983,fake36983@email.com
202,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Los Angeles,36983,Karpatok Hungarian Folk Ensemble,Education,1102 Cardiff Avenue #2,Los Angeles,CA  ,90035,555-123-6983,fake36983@email.com
203,After-school homework help/tutoring,Tutor students after school in Los Angeles,36983,Karpatok Hungarian Folk Ensemble,Education,1102 Cardiff Avenue #2,Los Angeles,CA  ,90035,555-123-6983,fake36983@email.com
204,Mentoring,Mentor a Teenager in Los Angeles,36983,Karpatok Hungarian Folk Ensemble,Education,1102 Cardiff Avenue #2,Los Angeles,CA  ,90035,555-123-6983,fake36983@email.com
